 Altitude (ft) , Speed (mph), Fuel (gal/hr)
473.773,39.14639,0.6356222
472.2353,39.14639,0.6857335
472.8196,39.14639,0.5828735
472.6877,39.76776,0.6716672
473.5896,39.76776,0.6716672
473.8259,39.76776,0.6672714
474.4518,40.38913,0.676942
475.6859,40.38913,0.4553974
476.6153,40.38913,0.6136435
478.169,39.76776,0.6382596
478.5921,40.38913,0.96706
478.1168,41.0105,0.6241933
477.9085,41.0105,0.441331
478.3316,40.38913,0.3059426
479.8345,40.38913,0.3059426
478.2473,39.76776,0.187258
477.0074,39.14639,0.2927555
475.4166,38.52501,0.3455042
470.9011,38.52501,0.4422102
470.5206,37.90364,0.4483642
470.1507,37.90364,0.4615514
470.9263,37.90364,0.4615514
471.0366,37.28227,0.465068
472.4037,37.28227,0.8044181
474.6349,37.90364,0.8044181
477.2102,37.90364,0.6883709
477.2423,37.90364,0.5652906
477.9728,37.90364,0.4501225
478.3572,37.90364,0.4466059
478.2255,37.28227,0.5151793
474.2288,37.28227,0.5960606
475.401,37.28227,0.5028712
477.1137,37.28227,0.3666037
476.6688,36.6609,0.3639662
476.3369,36.6609,0.3639662
476.7026,36.6609,0.4017695
474.8888,36.03953,0.4017695
474.9665,36.03953,0.4088027
475.1663,36.03953,0.4088027
474.5936,36.03953,0.5406744
475.4785,36.03953,0.6083687
475.886,36.03953,0.4967172
476.8107,36.03953,0.458914
477.1522,36.03953,0.3718785
474.2684,36.03953,0.3674828
473.0876,35.41816,0.3718785
474.7576,35.41816,0.5916649
475.6063,35.41816,0.712987
472.6312,35.41816,0.6927666
472.4111,35.41816,0.7006789
473.5277,35.41816,0.6382596
474.6863,35.41816,0.7235367
472.3146,36.03953,0.7692523
468.766,36.03953,0.9354108
466.5569,36.6609,1.036512
467.4668,36.6609,1.125306
470.076,37.90364,0.1556087
469.6203,37.90364,0.2918763
470.8682,37.28227,0.27781
470.7571,37.28227,0.4597931
471.1742,36.6609,0.1494547
470.834,35.41816,0.193412
472.0917,35.41816,0.1942911
472.4159,35.41816,0.1942911
473.264,34.17542,0.1969286
473.9636,32.93267,0.1969286
475.0582,32.93267,0.1951703
475.9813,32.3113,0.1960494
472.172,30.44719,0.199566
473.5239,29.20445,0.2013243
475.2192,29.20445,0.1978077
474.8549,27.9617,0.199566
474.2672,26.09759,0.2013243
474.3946,24.85485,0.2039617
473.7816,23.6121,0.2039617
473.5866,22.99073,0.2013243
473.8289,18.64114,0.2567105
473.9044,15.53428,0.2611062
473.47,13.67017,0.2681394
473.1901,13.67017,0.2681394
473.6268,6.835083,0.3296795
474.1118,4.349598,0.3973738
471.5997,0.6213712,0.3498999
471.1109,0.6213712,0.3498999
471.2874,0,0.2426441
471.7795,0,0.2320944
472.4714,0,0.2312153
472.2916,0,0.229457
471.7958,0,0.2259404
471.4265,0,0.2241821
471.8138,0,0.2206655
472.0234,0,0.2189072
471.1658,0,0.2180281
471.4618,0,0.2180281
470.5837,0.6213712,0.2259404
470.9735,0.6213712,0.2320944
471.6009,0,0.2206655
471.869,0,0.2224238
471.3372,0,0.2189072
471.1892,0,0.2197864
471.5134,0,0.2197864
472.1798,1.864114,0.7639774
472.5132,4.97097,1.076953
473.4562,8.077826,1.499822
475.9863,8.077826,1.499822
477.2012,16.15565,1.716092
477.6385,19.88388,2.01676
478.7998,21.74799,2.044013
478.9634,23.6121,2.045772
477.9682,25.47622,1.442678
479.4139,26.09759,0.3182507
478.7992,26.09759,1.149922
477.0026,26.09759,1.367071
477.3582,29.20445,1.952582
475.9066,31.06856,1.925329
476.2376,32.93267,1.753895
474.6719,34.17542,1.69763
474.1074,35.41816,1.418941
472.9608,37.28227,0.7085913
473.0191,37.28227,1.374984
474.6409,37.90364,1.297619
473.1857,39.14639,1.34773
473.9296,39.76776,1.064645
473.6256,40.38913,1.077832
473.93,41.0105,1.078712
473.3405,41.63187,1.105086
471.6788,42.25324,1.105965
473.2444,42.87461,1.112998
473.0886,43.49598,1.12179
473.4826,44.11736,0.7921101
474.1579,44.11736,0.2048409
475.1002,43.49598,0.2118741
471.5264,42.87461,0.4000112
469.3788,42.87461,0.4255064
468.6523,42.87461,0.6250724
470.0754,42.25324,0.5336413
470.9531,42.87461,0.4914423
471.7862,42.25324,0.5230916
472.2239,42.25324,0.7059538
468.9473,41.63187,0.7208993
468.7949,42.25324,0.7200201
468.8249,42.25324,0.7147453
468.9627,42.25324,0.6145227
467.8189,42.25324,0.6329848
468.3824,42.25324,0.6452928
469.0977,42.25324,0.6479302
469.9984,41.63187,0.2065992
469.9677,41.0105,0.2118741
469.6647,40.38913,0.20572
470.3998,39.76776,0.2030826
471.5921,38.52501,0.1986869
472.4896,37.90364,0.199566
473.5379,37.28227,0.1986869
472.7974,37.28227,0.1986869
474.6917,35.41816,0.2004452
474.0623,32.93267,0.1969286
474.946,31.06856,0.1986869
475.0916,29.82582,0.199566
474.5185,29.20445,0.2004452
475.4373,24.23348,0.2022035
472.4986,19.88388,0.199566
473.4059,19.88388,0.199566
473.2015,10.56331,0.3481416
471.4343,4.349598,0.4052861
470.4385,1.242742,0.344625
471.0805,0,0.320009
471.0206,0,0.3164924
471.4101,0,0.2927555
470.8622,0,0.2795683
470.6724,0,0.2751725
468.7756,0,0.2250612
469.6565,0,0.2250612
470.1051,0,0.2250612
470.6714,0,0.2250612
471.0368,0,0.2180281
470.848,0,0.2162698
470.9175,0,0.2189072
469.7641,0,0.2206655
470.1045,0,0.2180281
469.5804,0.6213712,0.5503451
468.7742,4.349598,0.8606834
468.4146,5.592341,0.9406856
469.7937,8.077826,1.360917
468.4813,13.67017,1.422457
469.6403,16.77702,1.431249
469.7651,18.64114,1.674772
469.8193,20.50525,1.675651
470.1876,23.6121,1.920054
470.5739,24.85485,1.922691
469.4941,27.9617,2.044013
469.3812,29.82582,2.040497
468.7043,31.68993,0.9301359
469.6882,32.93267,1.658947
469.6155,34.17542,1.69763
470.0304,34.17542,1.69763
471.008,36.6609,0.8334299
470.4886,37.28227,0.9028824
469.6299,37.90364,1.13146
468.2548,37.90364,1.095415
467.0848,38.52501,1.10069
466.0905,39.76776,1.14201
463.0638,40.38913,0.640897
462.3201,40.38913,0.640897
462.3249,40.38913,0.55562
462.6759,40.38913,0.5582574
462.6317,40.38913,0.55562
461.9921,40.38913,0.5450702
462.6381,39.76776,0.7165036
463.3566,40.38913,0.7244159
463.9717,40.38913,0.8088138
464.015,40.38913,0.8088138
461.8685,41.0105,0.2909971
461.1028,41.0105,0.2584688
460.6088,40.38913,0.4826509
459.7193,40.38913,0.4826509
458.4091,40.38913,0.8404631
459.6626,40.38913,0.9406856
460.8643,41.0105,0.4211107
461.6937,40.38913,0.2531939
461.5662,39.76776,0.8140887
461.5962,39.76776,0.8184844
462.6727,40.38913,0.9872804
462.1151,40.38913,0.942444
467.1358,40.38913,0.9565103
466.8669,41.63187,1.047941
465.7585,41.63187,1.051458
465.7708,41.63187,0.1591253
464.9353,41.63187,0.1591253
465.6354,41.0105,0.4888049
466.6879,41.0105,0.7068329
466.8136,41.0105,0.7463945
467.2223,41.0105,0.7499111
465.5078,41.0105,0.7358448
464.9097,41.0105,0.3877032
465.9021,41.0105,0.193412
466.4988,41.0105,0.193412
465.5437,41.0105,0.6954041
466.4115,41.0105,0.7305699
464.7979,41.63187,0.7235367
463.5973,41.63187,0.7560651
461.0231,41.63187,0.8052973
461.1026,41.63187,0.6637548
462.4797,42.25324,0.6400179
464.9289,42.25324,0.6400179
465.8847,41.63187,0.5872692
466.3531,41.63187,0.5916649
467.1032,41.0105,0.580236
467.1556,41.0105,0.580236
460.9598,41.0105,0.5186958
462.432,41.0105,0.5107835
463.6591,41.0105,0.7771646
464.6147,41.0105,0.7771646
465.5248,41.63187,0.7806812
464.9317,42.25324,0.7850769
463.2825,42.25324,0.4378144
466.1242,41.63187,0.338471
467.6743,41.0105,0.3472625
467.2071,41.0105,0.4571556
459.2053,41.0105,0.4984755
459.5351,41.0105,0.5134209
459.9574,41.0105,0.6057312
460.9228,41.0105,0.5934232
461.7584,41.0105,0.6277099
461.1755,41.0105,0.616281
460.622,41.0105,0.6874918
461.8251,41.0105,0.616281
463.0924,41.0105,0.6725463
461.7714,41.0105,0.7376031
461.4278,41.0105,0.7824395
462.3321,41.0105,0.6681505
462.8513,41.63187,0.803539
463.6159,41.63187,0.8431005
466.8609,41.63187,0.5063878
466.8457,41.63187,0.4870466
467.5215,41.63187,0.4184732
468.9625,41.0105,0.4079235
470.4079,41.0105,0.4175941
470.5893,40.38913,0.5573782
470.3969,40.38913,0.5564991
471.7397,40.38913,0.561774
472.3997,40.38913,0.5600157
472.5575,40.38913,0.5160584
470.9125,40.38913,0.4932006
471.6908,40.38913,0.4694637
471.0679,40.38913,0.8439797
471.5855,40.38913,0.8835412
470.4088,41.0105,0.773648
469.3568,41.0105,0.6813377
468.418,41.0105,0.6725463
468.5099,41.0105,0.6540842
470.1774,41.0105,0.6549634
467.9252,41.0105,0.6602383
469.6579,41.0105,0.6602383
467.3851,41.63187,0.9072781
467.086,41.63187,0.6496885
467.2698,42.25324,0.3859449
467.7412,41.63187,0.2883597
469.0145,41.63187,0.5855109
471.5817,41.0105,0.7543068
472.5483,41.0105,0.8932118
472.9756,41.0105,0.9283776
476.9419,41.63187,0.8536503
478.9518,41.63187,0.7815603
480.416,41.63187,0.6778212
482.6235,41.63187,0.6971624
484.5403,42.25324,0.6813377
484.5162,42.25324,0.6813377
484.3364,42.25324,0.7903518
485.6324,42.25324,0.7877144
486.089,42.25324,0.7833186
487.6345,42.25324,0.7270533
486.1032,42.25324,0.6417762
486.8579,42.25324,0.8176053
487.7973,42.25324,0.8000224
487.6212,42.87461,0.8272759
488.7046,42.87461,0.8527711
488.9595,43.49598,0.8536503
488.3794,43.49598,0.7103496
488.1595,43.49598,0.7200201
487.0361,43.49598,0.4105609
488.9052,43.49598,0.3498999
489.5428,42.87461,0.489684
490.3909,42.87461,0.5644114
490.1866,42.87461,0.5855109
492.3098,42.25324,0.7622191
495.8754,42.87461,1.027721
497.487,42.87461,1.027721
498.3356,43.49598,0.9081573
499.1879,43.49598,0.6048521
498.6172,43.49598,0.6030938
498.7431,43.49598,0.610127
498.4189,44.11736,0.6804586
499.5151,44.11736,0.3358336
498.8635,43.49598,0.3270421
498.0081,43.49598,0.3270421
496.9798,42.87461,0.5274873
497.0276,42.87461,0.5696863
497.1982,42.87461,0.6382596
496.9231,42.87461,0.6312265
497.2771,42.87461,0.6215559
496.4673,42.87461,0.6215559
492.9156,42.87461,0.6461719
493.8866,42.87461,0.6514468
494.4591,42.87461,0.6329848
495.1237,42.87461,0.5670488
495.9814,42.87461,0.561774
495.8121,42.87461,0.5626531
495.5442,42.87461,0.5670488
492.1935,42.87461,0.6004564
493.1322,42.87461,0.676942
493.7003,42.87461,0.6488094
493.2462,42.87461,0.6593591
492.2499,42.87461,0.670788
494.2178,42.87461,0.6699089
495.532,42.87461,0.7270533
494.9184,42.87461,0.719141
497.0617,42.87461,0.7877144
497.7537,42.87461,0.7182618
499.0377,42.87461,0.719141
497.7886,42.87461,0.731449
497.8693,43.49598,0.7428779
497.7063,43.49598,0.6215559
498.1532,44.11736,0.6004564
499.1981,43.49598,0.5969398
497.6057,43.49598,0.5943024
497.0585,43.49598,0.5978189
496.3059,43.49598,0.5960606
494.8992,43.49598,0.610127
494.1082,44.11736,0.6145227
495.9605,44.11736,0.6452928
498.4238,44.11736,0.6576008
503.1498,44.11736,0.6558425
502.4882,44.11736,0.6822169
501.4326,44.11736,0.6725463
499.6999,44.11736,0.6848543
499.3016,44.11736,0.7182618
499.3231,44.73873,0.7340865
500.0958,44.11736,0.7270533
499.766,44.11736,0.3463833
498.0393,44.11736,0.199566
496.7177,44.11736,0.2514356
496.4507,42.87461,0.5477076
495.71,42.87461,0.6813377
492.5902,42.87461,0.7244159
492.2069,42.87461,0.7015581
489.6636,42.87461,0.6039729
489.2274,42.87461,0.5828735
489.317,42.25324,0.5749611
488.5139,42.25324,0.5274873
487.2872,42.25324,0.4211107
488.5056,42.25324,0.5591365
487.1102,42.25324,0.5477076
488.096,42.25324,0.6250724
488.7084,41.63187,0.6576008
489.8011,42.25324,0.6523259
487.8607,42.25324,0.6576008
485.1326,42.25324,0.6549634
484.9143,42.25324,0.6681505
485.588,42.25324,0.6822169
485.5167,42.25324,0.6962832
483.6706,42.25324,0.6839752
485.5912,42.87461,0.5433119
486.0942,42.87461,0.2655019
487.1977,42.25324,0.4052861
486.0129,42.25324,0.4052861
486.8465,41.63187,0.6743046
486.7207,41.63187,0.6980415
487.1911,42.25324,0.6883709
488.6455,42.25324,0.7340865
490.5765,42.25324,0.7367239
491.0064,41.63187,0.755186
492.7075,42.25324,0.5538617
493.9376,41.63187,0.5345204
494.6772,41.0105,0.2681394
495.8286,40.38913,0.2022035
496.2697,41.0105,0.3841866
496.4846,39.76776,0.3841866
495.1746,39.76776,0.6145227
493.1911,39.76776,0.6277099
493.2979,39.76776,0.7050747
493.9198,39.76776,0.7050747
492.9306,40.38913,0.6822169
493.6779,40.38913,0.7428779
493.76,40.38913,0.6391388
494.1945,41.0105,0.5222124
492.5902,40.38913,0.1547296
492.7822,39.14639,0.2004452
489.4485,38.52501,0.1890163
487.6144,38.52501,0.1925329
485.7253,35.41816,0.1978077
484.5234,33.55404,0.1978077
482.4168,30.44719,0.199566
478.4213,29.20445,0.199566
478.5689,27.9617,0.2013243
479.0963,21.12662,0.2593479
478.2759,19.88388,0.2584688
477.4886,16.15565,0.2593479
478.3759,11.80605,0.3736368
475.5406,10.56331,0.3252838
475.8804,8.699197,0.3349544
476.6305,6.213712,0.3428667
475.1229,4.349598,0.3463833
474.1985,0.6213712,0.27781
474.4795,0,0.2523147
474.2144,0,0.2435233
474.5414,0,0.2435233
475.1825,0,0.2338527
474.5614,0,0.2303361
475.1525,0,0.2241821
474.9793,0,0.2233029
475.5712,0,0.2206655
475.4254,0,0.2171489
476.1287,0,0.2180281
476.8116,0,0.2162698
477.648,0,0.2136323
478.1045,0,0.2136323
478.339,0,0.2153906
478.9195,0,0.2153906
479.5924,0,0.2109949
479.9826,0,0.2127532
480.8812,0,0.2127532
481.3946,0,0.2127532
482.0934,0,0.2619854
483.1273,0,0.2514356
482.8404,0,0.2540731
483.4137,0,0.2540731
483.7,0,0.2611062
484.1073,0,0.2637436
484.4442,0,0.2681394
485.0235,0,0.2690185
485.3108,0,0.2690185
486.1106,0,0.2690185
486.4394,0,0.2373693
486.6544,0,0.2233029
487.3687,0,0.2452816
488.268,0,0.2347318
488.5011,0,0.2259404
489.5248,0,0.2162698
490.5292,0,0.2109949
491.1848,0,0.2127532
491.9608,0,0.2145115
492.249,0,0.2136323
492.1036,0,0.5099044
492.4206,7.456454,1.484877
492.7878,11.80605,1.949066
492.7534,14.91291,2.037859
494.0247,16.77702,1.767082
493.9442,19.88388,2.009727
495.0107,22.36936,2.218963
494.0796,27.34033,2.28402
493.0047,27.9617,2.357868
494.7901,31.06856,2.019397
494.3407,31.68993,1.845326
494.2935,31.68993,1.694992
495.247,35.41816,2.332373
495.1441,36.6609,0.9099156
493.8866,37.28227,1.033875
492.9722,37.28227,0.5828735
493.3189,37.90364,0.9301359
491.3815,38.52501,0.5389162
491.1678,38.52501,0.5644114
491.8014,38.52501,0.501992
493.4598,38.52501,0.5063878
494.2078,37.90364,0.1802248
495.0512,37.28227,0.1951703
493.0892,37.28227,0.5327622
492.7724,36.6609,0.7481528
493.1196,36.6609,0.6927666
494.9062,36.03953,0.6822169
492.3457,36.03953,0.1503339
492.8455,35.41816,0.2039617
493.9589,34.79679,0.3780326
494.6523,34.17542,0.2496773
495.2206,32.93267,0.1986869
495.6339,31.06856,0.2030826
497.8839,29.20445,0.2655019
498.8076,26.09759,0.2716559
498.2331,24.23348,0.2786891
498.0793,17.39839,0.2769308
496.9255,14.29154,0.2672602
496.5134,11.18468,0.3534165
495.9107,11.18468,0.3534165
496.3127,6.213712,0.2760517
495.7809,4.349598,0.3437459
495.0758,2.485485,0.3270421
495.0724,1.864114,0.320009
495.415,3.106856,0.9776098
497.4686,6.213712,1.418062
496.965,8.077826,1.547296
496.1137,10.56331,1.767082
497.0857,16.15565,1.684443
495.5754,18.64114,1.793457
494.8287,22.99073,1.907746
494.4104,24.23348,1.891042
495.1674,27.9617,2.0783
494.1004,30.44719,1.937637
493.5105,31.68993,0.8044181
494.114,32.3113,1.335422
493.4048,34.17542,1.747741
495.1317,35.41816,1.214979
496.7044,36.6609,1.319597
496.5164,37.28227,1.342455
496.3754,37.90364,1.410149
494.9815,38.52501,0.5934232
495.3203,38.52501,0.6505677
495.0212,38.52501,0.6918875
495.1706,39.14639,0.8360673
494.4264,39.14639,0.8369465
494.5782,39.76776,0.7323282
494.7524,39.76776,0.3701203
495.6163,39.76776,0.5688071
496.6712,39.76776,0.5732028
497.7223,39.76776,0.5916649
497.1958,39.76776,0.5916649
497.4443,39.76776,0.7147453
495.067,40.38913,0.7507902
493.9795,40.38913,0.7305699
493.0586,40.38913,0.6795794
492.0573,40.38913,0.6426553
492.5491,41.0105,0.65848
494.2084,40.38913,0.65848
496.7106,41.0105,0.1925329
497.5861,40.38913,0.4237481
497.5643,40.38913,0.6743046
498.0317,40.38913,0.6690297
498.5067,40.38913,0.7033164
497.5879,40.38913,0.7033164
499.0591,41.0105,1.156955
499.954,41.63187,1.316081
498.103,42.25324,0.9811264
498.8575,42.25324,0.5538617
499.4156,41.63187,0.2567105
496.8318,41.0105,0.2672602
497.8292,40.38913,0.1881371
496.8482,39.76776,0.2048409
496.6802,39.14639,0.5406744
496.0418,39.14639,0.6505677
496.2881,39.14639,0.7173827
497.6947,39.14639,0.7217785
497.8384,39.14639,0.7376031
495.6469,39.14639,0.477376
496.2102,39.14639,0.1854997
495.2659,38.52501,0.2004452
494.2312,37.90364,0.2505565
493.5183,37.28227,0.1890163
494.6251,36.6609,0.3041843
494.88,36.6609,0.3041843
496.1882,36.03953,0.471222
496.0587,36.03953,0.3340753
495.4261,35.41816,0.2857223
495.4633,35.41816,0.2118741
495.6181,36.03953,1.298498
496.2779,36.6609,0.9037616
497.5597,36.6609,0.2514356
497.8759,36.03953,0.5951815
498.7053,35.41816,0.6048521
499.1538,35.41816,0.8984867
498.8871,35.41816,0.8193636
497.9113,36.03953,0.8413422
497.8671,36.03953,0.7499111
498.7137,36.6609,0.8369465
496.8256,37.28227,0.2285778
496.4341,36.6609,0.1767082
495.0943,35.41816,0.1969286
496.3831,27.9617,0.2022035
497.3302,19.88388,0.2039617
497.4521,13.67017,0.1960494
497.6314,13.67017,0.1960494
497.4906,1.242742,0.3595705
496.8869,0,0.2953929
497.5995,0,0.2909971
497.7872,0,0.2760517
497.3761,0,0.241765
497.5475,0,0.2364901
497.8406,0,0.229457
497.8506,0,0.2285778
497.8376,0,0.229457
497.8627,0,0.2285778
497.977,0,0.2224238
498.1999,0,0.2215447
497.9217,0,0.2760517
497.6051,0,0.2549522
497.9069,1.242742,0.8694749
497.5811,3.106856,0.996951
497.344,11.18468,1.964011
496.4581,13.67017,2.010606
496.3624,16.77702,1.706421
495.3057,19.26251,1.982473
492.5477,23.6121,2.161819
491.322,26.09759,2.175885
491.5745,28.58307,1.47081
491.6602,29.20445,1.494547
492.0405,29.82582,1.463777
489.8328,32.93267,1.437403
490.0755,34.17542,1.401358
488.1275,35.41816,1.222012
488.8444,35.41816,0.8712332
487.7993,36.03953,0.6857335
488.4849,36.03953,0.6312265
488.1337,36.03953,0.5978189
488.3095,36.6609,0.6074895
488.1389,36.6609,0.6057312
487.607,36.6609,0.6110061
487.2308,36.6609,0.6092478
486.2119,37.28227,0.6074895
485.2367,37.28227,0.6057312
482.6481,37.28227,0.6118852
481.6459,37.28227,0.640897
480.6679,37.28227,0.640897
481.433,37.28227,0.6259516
479.9776,37.90364,0.670788
478.0907,37.90364,0.6945249
474.4615,37.90364,0.6910083
474.6641,38.52501,0.7033164
474.7646,37.90364,0.4131984
473.6957,37.90364,0.4307813
472.5727,37.90364,0.5213333
473.3625,37.28227,0.2804474
472.9043,36.6609,0.5899066
474.2224,37.28227,0.7384822
475.7338,37.28227,0.7982641
475.8147,37.90364,0.7824395
476.0458,38.52501,0.4386936
476.6053,38.52501,0.5037504
476.9681,38.52501,0.4993546
477.8628,38.52501,0.4984755
475.9665,38.52501,0.7165036
476.192,38.52501,0.7077121
475.4184,38.52501,0.7288116
475.5324,38.52501,0.7472737
475.5458,39.14639,0.7428779
473.4063,39.14639,0.7639774
472.1991,39.14639,0.76134
471.5166,39.76776,0.7305699
470.1818,39.76776,0.2004452
469.8143,39.76776,0.5186958
468.1709,39.76776,0.6356222
466.6008,39.76776,0.7622191
467.306,39.76776,0.7929892
466.8763,39.76776,0.7921101
467.0243,40.38913,0.8316716
467.3807,40.38913,0.828155
465.9047,40.38913,0.7560651
465.2938,41.0105,0.6092478
465.6208,41.0105,0.6215559
465.9237,41.0105,0.6461719
466.9376,41.0105,0.6602383
466.0217,41.0105,0.302426
465.7992,41.0105,0.429023
464.6157,40.38913,0.4641888
464.3704,40.38913,0.5934232
465.2,40.38913,0.6022146
466.2117,40.38913,0.5969398
466.6438,40.38913,0.5775986
466.9077,39.76776,0.38067
466.9476,38.52501,0.2637436
466.9814,38.52501,0.3692411
466.0122,38.52501,0.4096818
466.1316,37.90364,0.4483642
467.4915,37.28227,0.1635211
467.432,37.28227,0.2074783
467.5984,37.28227,0.2074783
469.0924,36.03953,0.2039617
468.9437,34.17542,0.2698977
468.8834,31.68993,0.2558313
469.2755,30.44719,0.2619854
470.3618,26.09759,0.2672602
471.177,22.36936,0.2742934
471.6596,19.88388,0.2751725
471.1025,19.88388,0.2751725
472.1266,15.53428,0.2444024
470.6447,14.29154,0.1863788
470.7689,9.320568,0.2373693
470.8274,8.699197,0.2769308
471.63,5.592341,0.3103383
472.434,3.106856,0.338471
472.9242,0.6213712,0.2989095
472.5935,0,0.2558313
473.1134,0,0.2461607
473.1667,0,0.241765
473.8709,0,0.2373693
474.7928,0,0.2312153
475.5616,0,0.5266082
476.037,4.349598,1.118273
476.1083,8.077826,1.424216
476.2364,10.56331,1.617628
478.1658,15.53428,1.948186
479.2678,18.64114,1.952582
481.0341,22.36936,2.231271
481.1473,24.85485,2.324461
481.9971,27.34033,2.274349
482.4461,30.44719,2.339406
484.2495,31.68993,1.992144
484.3362,33.55404,1.644002
485.6016,33.55404,1.644002
487.2282,35.41816,1.649277
488.0694,36.03953,1.509493
487.8712,36.6609,1.040908
487.9016,37.90364,0.8756289
489.4527,38.52501,0.7745272
489.2312,38.52501,0.5775986
490.669,39.14639,0.5160584
490.2997,39.14639,0.2452816
490.6267,39.14639,0.3639662
489.8824,39.14639,1.241353
489.7859,39.76776,0.6997998
490.9822,39.76776,0.5336413
491.5699,39.76776,0.7534277
492.1338,39.76776,0.338471
492.5259,39.14639,0.2857223
493.3411,39.14639,0.2857223
492.1763,37.90364,0.199566
492.7251,36.6609,0.199566
493.4524,36.6609,0.1969286
494.1084,36.03953,0.1986869
493.7943,35.41816,0.199566
496.0406,34.17542,0.1986869
498.1049,32.93267,0.1978077
497.314,32.93267,0.2004452
497.1848,31.68993,0.199566
492.1889,31.68993,0.5828735
491.0877,31.06856,0.8263968
492.6448,31.68993,0.9679391
490.9389,32.93267,1.390808
491.0018,34.17542,1.394325
490.5392,34.17542,0.6452928
487.8804,34.79679,0.7692523
487.9893,34.79679,0.7947475
489.2148,34.79679,0.1362675
488.2907,34.17542,0.6136435
488.709,34.17542,0.6681505
489.2254,34.17542,0.6681505
489.5486,34.79679,0.9714558
490.2729,34.79679,0.9864012
491.96,35.41816,0.9635434
493.4402,36.03953,0.8325508
492.4858,37.28227,0.9020032
492.6008,37.90364,0.9195862
493.5191,37.90364,0.6154018
493.082,37.90364,0.4395728
494.2132,37.90364,0.5406744
